iter	Passed	Remaining
201	417	1650
202	418	1644
203	420	1638
204	420	1632
205	421	1626
206	422	1620
207	424	1614
208	425	1608
209	426	1602
210	426	1596
211	427	1590
212	428	1584
213	429	1578
214	430	1572
215	431	1566
216	432	1560
217	433	1554
218	434	1549
219	435	1544
220	436	1538
221	437	1532
222	438	1527
223	439	1522
224	440	1516
225	441	1511
226	442	1505
227	442	1499
228	443	1494
229	444	1489
230	445	1483
231	446	1478
232	447	1473
233	448	1468
234	449	1463
235	450	1458
236	451	1453
237	452	1449
238	453	1444
239	454	1439
240	455	1434
241	456	1429
242	457	1425
243	458	1421
244	460	1418
245	461	1413
246	462	1409
247	463	1404
248	464	1400
249	465	1395
250	466	1391
251	467	1386
252	468	1382
253	469	1377
254	469	1372
255	470	1368
256	471	1364
257	473	1360
258	474	1356
259	474	1351
260	475	1347
261	476	1342
262	477	1338
263	478	1334
264	479	1330
265	480	1326
266	481	1322
267	482	1318
268	483	1314
269	484	1310
270	485	1306
271	486	1302
272	487	1298
273	488	1294
274	489	1290
275	490	1286
276	491	1282
277	492	1279
278	493	1275
279	494	1271
280	495	1268
281	496	1264
282	497	1260
283	498	1257
284	499	1253
285	500	1250
286	502	1248
287	503	1245
288	505	1244
289	506	1240
290	508	1237
291	508	1234
292	509	1230
293	510	1226
294	511	1223
295	512	1219
296	513	1216
297	514	1212
298	515	1209
299	516	1205
300	517	1201
301	518	1198
302	519	1194
303	520	1191
304	521	1187
305	522	1184
306	523	1181
307	524	1178
308	525	1174
309	526	1171
310	527	1168
311	528	1166
312	530	1164
313	531	1161
314	532	1158
315	533	1155
316	534	1151
317	535	1148
318	536	1144
319	537	1141
320	538	1138
321	539	1135
322	540	1132
323	541	1129
324	542	1126
325	543	1123
326	544	1120
327	545	1117
328	546	1114
329	547	1110
330	548	1107
331	548	1104
332	549	1101
333	550	1098
334	552	1095
335	553	1092
336	554	1089
337	555	1087
338	556	1084
339	557	1081
340	558	1078
341	559	1075
342	559	1072
343	560	1069
344	561	1066
345	562	1063
346	563	1060
347	564	1057
348	565	1054
349	566	1051
350	567	1049
351	568	1046
352	569	1043
353	570	1041
354	572	1039
355	573	1036
356	574	1033
357	574	1031
358	575	1028
359	576	1025
360	577	1022
361	578	1019
362	579	1016
363	580	1014
364	581	1011
365	582	1009
366	583	1006
367	584	1004
368	585	1001
369	586	999
370	587	996
371	588	993
372	589	991
373	590	988
374	591	985
375	592	983
376	593	980
377	594	977
378	595	975
379	596	972
380	597	970
381	598	968
382	599	965
383	600	963
384	601	960
385	602	958
386	603	955
387	604	953
388	605	950
389	606	948
390	607	945
391	608	943
392	609	940
393	610	938
394	611	936
395	612	933
396	613	931
397	614	928
398	615	926
399	616	924
400	616	921
401	617	919
402	618	916
403	619	914
404	620	911
405	621	909
406	622	907
407	623	904
408	624	902
409	625	900
410	627	899
411	629	897
412	630	896
413	632	894
414	632	892
415	634	890
416	635	887
417	636	885
418	637	883
419	637	881
420	639	879
421	640	876
422	641	874
423	642	872
424	643	870
425	644	867
426	645	865
427	646	863
428	646	861
429	647	858
430	648	856
431	649	854
432	650	851
433	651	849
434	652	847
435	653	845
436	654	843
437	655	841
438	656	839
439	657	837
440	658	835
441	659	832
442	660	830
443	661	828
444	662	826
445	663	824
446	664	821
447	665	819
448	666	817
449	667	815
450	668	813
451	669	812
452	670	810
453	671	807
454	672	805
455	673	803
456	674	801
457	675	799
458	676	797
459	677	795
460	678	793
461	679	791
462	680	789
463	681	787
464	682	784
465	683	783
466	684	781
467	685	779
468	686	777
469	687	775
470	688	773
471	689	770
472	690	768
473	690	766
474	691	764
475	692	762
476	694	761
477	695	759
478	695	757
479	696	754
480	698	753
481	699	751
482	700	749
483	701	747
484	702	745
485	703	743
486	704	741
487	705	739
488	706	737
489	706	735
490	707	733
491	708	731
492	709	729
493	710	727
494	711	726
495	712	724
496	713	722
497	714	720
498	715	718
499	716	716
500	717	714
501	718	712
502	719	711
503	720	709
504	721	707
505	722	705
506	723	703
507	724	701
508	725	699
509	726	697
510	727	695
511	728	694
512	729	692
513	730	690
514	731	688
515	732	686
516	733	685
517	734	683
518	735	681
519	736	679
520	736	677
521	737	675
522	738	673
523	739	671
524	740	670
525	741	668
526	742	666
527	743	664
528	744	663
529	745	661
530	746	659
531	747	657
532	748	655
533	749	654
534	751	653
535	754	653
536	755	651
537	756	649
538	757	648
539	758	646
540	759	644
541	760	642
542	761	641
543	762	639
544	763	637
545	764	635
546	765	634
547	766	632
548	767	630
549	768	628
550	769	626
551	770	625
552	771	623
553	772	621
554	773	620
555	774	618
556	775	616
557	776	614
558	777	613
559	778	611
560	779	609
561	780	607
562	780	606
563	781	604
564	782	602
565	783	600
566	784	599
567	785	597
568	786	595
569	787	594
570	788	592
571	789	590
572	790	589
573	791	587
574	792	585
575	793	584
576	794	582
577	795	580
578	796	579
579	797	577
580	798	575
581	799	573
582	799	572
583	801	570
584	802	568
585	803	567
586	804	565
587	805	564
588	806	562
589	807	561
590	808	559
591	809	557
592	810	556
593	811	554
594	812	552
595	813	551
596	813	549
597	814	547
598	816	546
599	817	544
600	818	543
601	819	541
602	820	540
603	821	538
604	822	536
605	823	535
606	823	533
607	824	531
608	825	530
609	826	528
610	827	526
611	828	525
612	829	523
613	830	522
614	831	520
615	833	519
616	834	517
617	835	516
618	836	514
619	837	513
620	838	511
621	839	510
622	840	508
623	841	507
624	842	505
625	843	503
626	844	502
627	845	500
628	846	499
629	847	497
630	848	496
631	849	494
632	850	493
633	851	491
634	852	490
635	853	488
636	854	486
637	855	485
638	856	483
639	857	482
640	858	480
641	860	480
642	862	478
643	864	477
644	865	476
645	867	475
646	869	474
647	870	472
648	871	471
649	872	469
650	874	468
651	876	468
652	878	467
653	880	465
654	881	464
655	882	462
656	883	461
657	884	459
658	885	458
659	886	456
660	887	455
661	888	453
662	889	452
663	890	450
664	891	449
665	892	447
666	893	446
667	894	444
668	895	443
669	896	441
670	897	440
671	898	438
672	899	436
673	900	435
674	901	433
675	902	432
676	903	430
677	904	429
678	905	427
679	906	426
680	907	424
681	908	423
682	909	421
683	909	420
684	910	418
685	911	417
686	912	415
687	913	414
688	914	412
689	915	411
690	916	409
691	917	408
692	918	406
693	919	405
694	920	403
695	921	402
696	922	400
697	923	399
698	924	398
699	925	396
700	926	395
701	927	393
702	928	392
703	929	390
704	930	389
705	930	387
706	931	386
707	932	384
708	933	383
709	934	381
710	935	380
711	936	378
712	937	377
713	938	375
714	939	374
715	940	373
716	941	371
717	942	370
718	943	368
719	944	367
720	945	365
721	946	364
722	947	362
723	948	361
724	949	360
725	950	358
726	951	357
727	952	355
728	953	354
729	954	352
730	955	351
731	956	350
732	957	348
733	958	347
734	959	345
735	959	344
736	960	342
737	961	341
738	962	340
739	963	338
740	964	337
741	965	335
742	966	334
743	967	333
744	968	331
745	969	330
746	970	328
747	971	327
748	972	326
749	973	324
750	974	323
751	975	321
752	976	320
753	977	318
754	978	317
755	979	316
756	980	314
757	981	313
758	982	311
759	983	310
760	984	309
761	985	307
762	986	306
763	987	304
764	988	303
765	989	302
766	989	300
767	990	299
768	992	297
769	993	296
770	994	295
771	995	293
772	996	292
773	996	291
774	997	289
775	999	288
776	1000	287
777	1001	285
778	1003	284
779	1004	283
780	1005	281
781	1006	280
782	1007	279
783	1008	277
784	1009	276
785	1010	275
786	1011	273
787	1012	272
788	1013	271
789	1014	269
790	1015	268
791	1016	266
792	1017	265
793	1017	264
794	1018	262
795	1019	261
796	1020	259
797	1021	258
798	1022	257
799	1023	255
800	1024	254
801	1025	253
802	1026	251
803	1027	250
804	1028	249
805	1029	247
806	1030	246
807	1031	245
808	1032	243
809	1033	242
810	1034	240
811	1034	239
812	1035	238
813	1036	236
814	1037	235
815	1038	234
816	1040	232
817	1040	231
818	1041	230
819	1042	228
820	1043	227
821	1044	226
822	1045	224
823	1046	223
824	1047	222
825	1048	220
826	1049	219
827	1049	218
828	1050	216
829	1051	215
830	1053	214
831	1054	212
832	1055	211
833	1056	210
834	1057	208
835	1058	207
836	1059	206
837	1060	204
838	1061	203
839	1061	202
840	1063	200
841	1063	199
842	1065	198
843	1066	197
844	1067	195
845	1068	194
846	1069	193
847	1070	191
848	1071	190
849	1072	189
850	1072	187
851	1073	186
852	1074	185
853	1075	183
854	1076	182
855	1077	181
856	1078	179
857	1079	178
858	1080	177
859	1081	176
860	1082	174
861	1083	173
862	1084	172
863	1085	170
864	1086	169
865	1087	168
866	1088	166
867	1089	165
868	1090	164
869	1091	163
870	1092	161
871	1093	160
872	1094	159
873	1095	157
874	1096	156
875	1097	155
876	1098	154
877	1099	152
878	1100	151
879	1101	150
880	1102	148
881	1102	147
882	1103	146
883	1104	144
884	1105	143
885	1106	142
886	1107	141
887	1108	139
888	1109	138
889	1110	137
890	1111	136
891	1112	134
892	1114	133
893	1115	132
894	1116	130
895	1116	129
896	1117	128
897	1118	127
898	1119	125
899	1120	124
900	1121	123
901	1122	121
902	1123	120
903	1125	119
904	1127	118
905	1128	117
906	1129	115
907	1130	114
908	1131	113
909	1132	111
910	1133	110
911	1134	109
912	1135	108
913	1136	106
914	1137	105
915	1138	104
916	1139	103
917	1140	101
918	1141	100
919	1142	99
920	1143	98
921	1144	96
922	1145	95
923	1145	94
924	1146	92
925	1147	91
926	1148	90
927	1149	89
928	1150	87
929	1151	86
930	1152	85
931	1153	84
932	1154	82
933	1155	81
934	1156	80
935	1157	79
936	1158	77
937	1159	76
938	1160	75
939	1161	74
940	1162	72
941	1163	71
942	1164	70
943	1165	69
944	1166	67
945	1167	66
946	1168	65
947	1169	64
948	1170	62
949	1171	61
950	1172	60
951	1173	59
952	1174	57
953	1175	56
954	1176	55
955	1176	54
956	1177	52
957	1178	51
958	1179	50
959	1180	49
960	1181	47
961	1182	46
962	1183	45
963	1184	44
964	1185	43
965	1186	41
966	1187	40
967	1188	39
968	1189	38
969	1190	36
970	1191	35
971	1192	34
972	1193	33
973	1194	31
974	1195	30
975	1196	29
976	1197	28
977	1199	26
978	1200	25
979	1201	24
980	1202	23
981	1203	22
982	1204	20
983	1206	19
984	1207	18
985	1208	17
986	1209	15
987	1210	14
988	1211	13
989	1213	12
990	1214	11
991	1215	9
992	1216	8
993	1217	7
994	1218	6
995	1220	4
996	1221	3
997	1223	2
998	1224	1
999	1226	0
